Id,Employee Id,Scheduled Shift Id,Start Time - Shift,End Time - Shift,Start Time - Break,End Time - Break,Pay Rule ID,Org Id - Sub Shift
523113,2888,536091,2018-04-07T08:00:00,2018-04-07T13:00:00,,,18,172
523114,4253,535523,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,164
523115,4308,538963,2018-04-07T08:00:00,2018-04-07T19:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,870
523116,2940,535520,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,6,161
523130,863,536898,2018-04-07T08:00:00,2018-04-07T15:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,6,132
523131,3329,535280,2018-04-07T08:00:00,2018-04-07T20:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,140
523132,4098,535632,2018-04-07T08:00:00,2018-04-07T19:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,6,52
523133,3018,,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T10:31:00,2018-04-07T11:31:00,18,116
523147,1353,536622,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,2,188
523148,4645,539374,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,967
523149,1351,536601,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,6,185
523150,4518,532707,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,228
523214,5116,,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T10:21:00,2018-04-07T11:21:00,4,403
523215,2189,533647,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,395
523216,2629,527033,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,387
523217,4483,534037,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,766
523230,4559,526463,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,445
523232,3146,527017,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,387
523233,3754,534605,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,512
523247,4367,533653,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,395
523248,2662,533427,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,6,403
523249,5064,533649,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,395
523250,1559,534123,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,6,923
523264,3351,533105,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,519
524935,1356,534203,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,6,25
523059,5061,536741,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,1089
523061,4972,537022,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:15:00,2018-04-07T13:15:00,18,1097
523068,4835,536442,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:15:00,2018-04-07T12:15:00,18,304
523070,3036,535246,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T14:30:00,2018-04-07T15:30:00,18,84
523077,2527,536450,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:15:00,2018-04-07T12:15:00,18,304
523079,5128,535993,2018-04-07T08:00:00,2018-04-07T14:30:00,2018-04-07T11:00:00,2018-04-07T11:30:00,18,1017
523084,5010,539322,2018-04-07T08:00:00,2018-04-07T14:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,3,1025
523086,4115,536367,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,878
523093,5114,531591,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,212
523095,4982,539425,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T10:30:00,2018-04-07T11:30:00,9,1078
523102,4970,537027,2018-04-07T08:00:00,2018-04-07T15:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,18,1097
523104,2466,534109,2018-04-07T08:00:00,2018-04-07T14:30:00,2018-04-07T12:00:00,2018-04-07T12:30:00,4,212
523109,4879,,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T10:27:00,2018-04-07T11:27:00,4,124
523111,3116,536092,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,172
523118,4332,536369,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,2,878
523120,4644,539368,2018-04-07T08:00:00,2018-04-07T13:00:00,,,4,967
523127,4438,536935,2018-04-07T08:00:00,2018-04-07T19:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,132
523129,2892,539329,2018-04-07T08:00:00,2018-04-07T14:30:00,2018-04-07T12:00:00,2018-04-07T12:30:00,6,973
523134,4716,537638,2018-04-07T08:00:00,2018-04-07T16:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,717
523136,5005,,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T10:32:00,2018-04-07T11:32:00,18,92
523143,1386,,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T10:32:00,2018-04-07T11:32:00,4,188
523145,5150,532709,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,228
523152,4537,536623,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,188
523154,4418,539021,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,17,935
523211,1280,531154,2018-04-07T08:00:00,2018-04-07T12:30:00,,,18,725
523213,5050,533440,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,403
523227,4608,531158,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:15:00,2018-04-07T13:15:00,18,725
523234,1177,534602,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,512
523236,2130,532782,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,6,764
523238,5177,,2018-04-07T08:00:00,2018-04-07T12:30:00,,,4,725
523245,4604,533111,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,519
523252,3742,527018,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,387
523254,2692,533625,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,393
523259,4478,534488,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,437
523263,4589,534500,2018-04-07T08:00:00,2018-04-07T12:30:00,,,18,437
524722,4711,,2018-04-07T08:00:00,2018-04-07T15:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,4,1009
524724,4713,,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,1009
523055,4330,534224,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,6,28
523056,5143,538779,2018-04-07T08:00:00,2018-04-07T15:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,18,352
523057,3870,535361,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T09:00:00,2018-04-07T10:00:00,6,293
523058,4274,536738,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,1089
523071,4325,535295,2018-04-07T08:00:00,2018-04-07T20:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,140
523072,4362,539338,2018-04-07T08:00:00,2018-04-07T14:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,18,975
523073,1066,536431,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:15:00,2018-04-07T12:15:00,6,301
523074,4881,536558,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,116
523075,4424,539028,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,11,942
523088,3753,535367,2018-04-07T08:00:00,2018-04-07T16:00:00,2018-04-07T09:00:00,2018-04-07T10:00:00,18,296
523089,4581,539335,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,3,975
523090,4592,,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T10:26:00,2018-04-07T11:26:00,4,164
523091,3223,538373,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,28
523105,4922,535857,2018-04-07T08:00:00,2018-04-07T16:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,352
523106,3970,535250,2018-04-07T08:00:00,2018-04-07T18:00:00,2018-04-07T14:30:00,2018-04-07T15:30:00,18,84
523107,2341,536199,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,6,153
523108,1357,534212,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,28
523122,4616,,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T10:29:00,2018-04-07T11:29:00,4,918
523123,5126,535805,2018-04-07T08:00:00,2018-04-07T15:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,18,92
523124,2913,536077,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,6,169
523125,4943,535668,2018-04-07T08:00:00,2018-04-07T20:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,52
523138,5190,,2018-04-07T08:00:00,2018-04-07T18:15:00,2018-04-07T10:32:00,2018-04-07T11:32:00,18,717
523139,3365,537594,2018-04-07T08:00:00,2018-04-07T20:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,6,717
523140,4257,536359,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,878
523141,2635,536611,2018-04-07T08:00:00,2018-04-07T16:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,188
523155,4648,539361,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,967
523156,3984,536917,2018-04-07T08:00:00,2018-04-07T19:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,2,132
523157,4181,533993,2018-04-07T08:00:00,2018-04-07T16:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,638
523158,4190,537918,2018-04-07T08:00:00,2018-04-07T13:00:00,,,18,918
523208,1111,533633,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,395
523222,3480,532754,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,766
523223,4782,534613,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,512
523224,5171,,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T10:25:00,2018-04-07T11:25:00,18,512
523225,5084,532761,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,766
523239,4808,528084,2018-04-07T08:00:00,2018-04-07T13:00:00,,,18,854
523240,3712,533652,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,395
523241,3114,533668,2018-04-07T08:00:00,2018-04-07T15:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,4,395
523242,3479,533032,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,910
523257,5151,,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T10:29:00,2018-04-07T11:29:00,18,395
523258,4198,534126,2018-04-07T08:00:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,926
524727,4709,,2018-04-07T08:00:00,2018-04-07T17:00:00,2018-04-07T12:30:00,2018-04-07T13:30:00,4,1009
523159,898,,2018-04-07T08:05:00,2018-04-07T16:11:00,2018-04-07T10:35:00,2018-04-07T11:05:00,6,153
523267,3229,534477,2018-04-07T08:15:00,2018-04-07T08:16:00,,,6,437
523161,4668,538748,2018-04-07T08:15:00,2018-04-07T15:00:00,2018-04-07T09:00:00,2018-04-07T09:30:00,9,959
523163,5087,538915,2018-04-07T08:30:00,2018-04-07T13:00:00,,,3,483
523165,4140,535872,2018-04-07T08:30:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,352
523166,3168,535956,2018-04-07T08:30:00,2018-04-07T15:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,2,36
523167,1209,539384,2018-04-07T08:30:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,17,1062
523168,4978,539408,2018-04-07T08:30:00,2018-04-07T13:00:00,,,9,1073
523272,937,527009,2018-04-07T08:30:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,6,384
523274,4427,537854,2018-04-07T08:30:00,2018-04-07T15:00:00,2018-04-07T12:30:00,2018-04-07T13:00:00,4,449
523169,5008,539377,2018-04-07T09:00:00,2018-04-07T13:00:00,,,9,1065
523171,5017,,2018-04-07T09:00:00,2018-04-07T14:00:00,,,3,638
523176,4508,535115,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,9,951
523178,4630,536464,2018-04-07T09:00:00,2018-04-08T07:57:00,2018-04-07T11:30:00,2018-04-07T12:00:00,4,304
523185,4776,537641,2018-04-07T09:00:00,2018-04-07T21:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,4,717
523187,2092,536927,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,2,132
523194,3368,,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T11:30:00,2018-04-07T12:30:00,2,164
523196,3171,534165,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,228
523294,4280,531165,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,725
523180,4791,538743,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T10:00:00,2018-04-07T10:30:00,15,959
523181,4979,539428,2018-04-07T09:00:00,2018-04-07T15:00:00,2018-04-07T13:00:00,2018-04-07T13:30:00,9,1081
523182,5099,,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T11:27:00,2018-04-07T12:27:00,18,1089
523183,4507,535185,2018-04-07T09:00:00,2018-04-07T18:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,894
523197,5175,,2018-04-07T09:00:00,2018-04-07T14:00:00,2018-04-07T11:34:00,2018-04-07T12:04:00,9,1049
523280,5041,532769,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T12:30:00,2018-04-07T13:00:00,18,766
523170,5146,535384,2018-04-07T09:00:00,2018-04-07T14:00:00,,,18,296
523177,5074,,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T11:25:00,2018-04-07T11:55:00,18,124
523179,4746,535787,2018-04-07T09:00:00,2018-04-07T20:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,204
523186,4162,535678,2018-04-07T09:00:00,2018-04-07T21:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,52
523193,4666,538756,2018-04-07T09:00:00,2018-04-07T18:00:00,2018-04-07T10:00:00,2018-04-07T11:00:00,9,959
523195,3076,536573,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T10:00:00,2018-04-07T10:30:00,4,116
523279,4815,527021,2018-04-07T09:00:00,2018-04-07T15:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,18,387
523295,3901,,2018-04-07T09:00:00,2018-04-07T14:00:00,,,9,983
523172,5092,539397,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T11:30:00,2018-04-07T12:00:00,9,1073
523173,5093,535546,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,164
523174,4827,535335,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,18,140
523175,4258,536646,2018-04-07T09:00:00,2018-04-07T15:00:00,2018-04-07T14:00:00,2018-04-07T14:30:00,18,188
523188,4494,535643,2018-04-07T09:00:00,2018-04-07T21:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,6,52
523189,3048,,2018-04-07T09:00:00,2018-04-07T16:00:00,2018-04-07T11:29:00,2018-04-07T11:59:00,4,1089
523190,4817,535618,2018-04-07T09:00:00,2018-04-07T21:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,220
523191,4259,537908,2018-04-07T09:00:00,2018-04-07T16:30:00,2018-04-07T11:00:00,2018-04-07T12:00:00,3,918
523192,4852,535961,2018-04-07T09:00:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,3,36
523199,3811,535945,2018-04-07T09:15:00,2018-04-07T19:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,4,36
523200,2852,,2018-04-07T09:15:00,2018-04-07T19:00:00,2018-04-07T11:41:00,2018-04-07T12:41:00,6,33
523297,3791,528080,2018-04-07T09:15:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,854
523201,4866,,2018-04-07T09:30:00,2018-04-07T16:30:00,2018-04-07T11:55:00,2018-04-07T12:25:00,4,124
523300,4762,,2018-04-07T09:30:00,2018-04-07T14:00:00,,,9,1033
523202,4939,,2018-04-07T09:30:00,2018-04-07T15:30:00,2018-04-07T11:55:00,2018-04-07T12:25:00,18,124
523204,4719,535879,2018-04-07T09:30:00,2018-04-07T17:30:00,2018-04-07T13:00:00,2018-04-07T14:00:00,4,352
523206,4819,536647,2018-04-07T09:30:00,2018-04-07T16:00:00,2018-04-07T13:30:00,2018-04-07T14:00:00,18,188
523323,4365,,2018-04-07T09:30:00,2018-04-07T13:30:00,,,4,488
523212,3710,536201,2018-04-07T10:00:00,2018-04-07T17:30:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,156
523219,4425,539038,2018-04-07T10:00:00,2018-04-07T14:00:00,,,13,942
523226,4882,535182,2018-04-07T10:00:00,2018-04-07T15:00:00,,,18,894
523235,5131,,2018-04-07T10:00:00,2018-04-07T15:00:00,,,18,352
523244,4582,,2018-04-07T10:00:00,2018-04-07T17:00:00,2018-04-07T12:28:00,2018-04-07T12:58:00,4,975
523231,5139,535333,2018-04-07T10:00:00,2018-04-07T17:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,18,140
523266,4925,536371,2018-04-07T10:00:00,2018-04-07T17:00:00,2018-04-07T10:00:00,2018-04-07T10:30:00,18,878
523209,5003,,2018-04-07T10:00:00,2018-04-07T17:00:00,2018-04-07T12:18:00,2018-04-07T12:48:00,2,252
523220,3761,538970,2018-04-07T10:00:00,2018-04-07T16:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,2,870
523229,4103,537364,2018-04-07T10:00:00,2018-04-07T17:00:00,2018-04-07T14:30:00,2018-04-07T15:00:00,18,188
523243,5065,,2018-04-07T10:00:00,2018-04-07T16:00:00,2018-04-07T12:28:00,2018-04-07T12:58:00,9,1049
523261,3759,536458,2018-04-07T10:00:00,2018-04-07T16:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,18,304
523268,4818,535616,2018-04-07T10:00:00,2018-04-07T21:00:00,2018-04-07T11:00:00,2018-04-07T12:00:00,18,220
523207,4967,,2018-04-07T10:00:00,2018-04-07T16:00:00,2018-04-07T12:06:00,2018-04-07T12:36:00,4,172
523255,4896,539371,2018-04-07T10:00:00,2018-04-07T15:00:00,,,3,967
523256,4337,536931,2018-04-07T10:00:00,2018-04-07T17:00:00,2018-04-07T13:00:00,2018-04-07T13:30:00,2,132
523305,5161,,2018-04-07T10:00:00,2018-04-07T15:00:00,,,18,766
523308,4760,,2018-04-07T10:00:00,2018-04-07T17:15:00,2018-04-07T12:30:00,2018-04-07T13:00:00,9,1033
524528,3428,,2018-04-07T10:00:00,2018-04-07T16:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,4,878
523270,4749,537654,2018-04-07T10:15:00,2018-04-07T21:00:00,2018-04-07T16:00:00,2018-04-07T17:00:00,18,717
523271,3308,536580,2018-04-07T10:30:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T11:30:00,4,116
523275,4609,535393,2018-04-07T10:30:00,2018-04-07T14:30:00,,,4,296
523276,4255,536099,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T13:00:00,2018-04-07T13:30:00,4,172
523278,4858,536975,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T13:30:00,2018-04-07T14:00:00,18,132
523285,4673,538757,2018-04-07T11:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,11,959
523287,3500,,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T13:29:00,2018-04-07T13:59:00,4,124
523319,5185,,2018-04-07T11:00:00,2018-04-07T15:00:00,,,18,427
523265,4996,536995,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T11:30:00,2018-04-07T12:00:00,9,1057
523281,5037,539349,2018-04-07T11:00:00,2018-04-07T15:00:00,,,3,975
523282,4294,536652,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T14:00:00,2018-04-07T14:30:00,4,188
523283,4185,537651,2018-04-07T11:00:00,2018-04-07T19:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,2,717
523284,3729,535902,2018-04-07T11:00:00,2018-04-07T16:00:00,,,18,352
523277,4305,,2018-04-07T11:00:00,2018-04-07T15:00:00,,,18,204
523286,4973,537035,2018-04-07T11:00:00,2018-04-07T16:00:00,,,18,1097
523288,5070,535541,2018-04-07T11:00:00,2018-04-07T16:00:00,,,18,164
523293,5121,535550,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,18,164
523273,4601,534113,2018-04-07T11:00:00,2018-04-07T16:00:00,,,3,212
523289,4828,,2018-04-07T11:00:00,2018-04-07T17:00:00,2018-04-07T13:30:00,2018-04-07T14:00:00,18,212
523290,5059,534220,2018-04-07T11:00:00,2018-04-07T17:00:00,2018-04-07T11:30:00,2018-04-07T12:00:00,18,28
523291,5144,535994,2018-04-07T11:00:00,2018-04-07T17:30:00,2018-04-07T11:00:00,2018-04-07T11:30:00,18,1017
523292,4816,535337,2018-04-07T11:00:00,2018-04-07T18:00:00,2018-04-07T11:00:00,2018-04-07T11:30:00,4,140
524494,3225,538172,2018-04-07T11:00:00,2018-04-07T17:00:00,2018-04-07T12:00:00,2018-04-07T12:30:00,9,1049
523296,4225,,2018-04-07T11:15:00,2018-04-07T17:15:00,2018-04-07T13:41:00,2018-04-07T14:11:00,4,132
523298,3777,536466,2018-04-07T11:30:00,2018-04-07T17:30:00,2018-04-07T11:45:00,2018-04-07T12:15:00,4,304
523299,4061,,2018-04-07T11:30:00,2018-04-07T19:00:00,2018-04-07T13:57:00,2018-04-07T14:57:00,18,252
523301,4406,538920,2018-04-07T12:00:00,2018-04-07T16:30:00,,,4,488
523303,5166,539709,2018-04-07T12:00:00,2018-04-07T21:00:00,2018-04-07T13:00:00,2018-04-07T14:00:00,18,717
523310,4988,539389,2018-04-07T12:00:00,2018-04-07T17:00:00,,,9,1065
523312,5066,537659,2018-04-07T12:00:00,2018-04-07T17:00:00,,,18,717
523302,4287,536971,2018-04-07T12:00:00,2018-04-07T18:30:00,2018-04-07T12:00:00,2018-04-07T12:30:00,4,132
523304,4194,538974,2018-04-07T12:00:00,2018-04-07T19:00:00,2018-04-07T14:00:00,2018-04-07T14:30:00,18,870
523311,4429,535810,2018-04-07T12:00:00,2018-04-07T17:00:00,,,18,92
523306,5058,,2018-04-07T12:00:00,2018-04-07T17:00:00,,,18,36
523307,4650,539315,2018-04-07T12:00:00,2018-04-07T17:00:00,,,4,1025
523309,4731,537601,2018-04-07T12:00:00,2018-04-07T21:00:00,2018-04-07T12:00:00,2018-04-07T13:00:00,18,717
523325,4349,528087,2018-04-07T12:00:00,2018-04-07T17:00:00,,,4,854
523314,5135,535392,2018-04-07T12:30:00,2018-04-07T17:30:00,,,18,296
523315,4430,538909,2018-04-07T12:30:00,2018-04-07T16:30:00,,,4,488
523316,4985,539406,2018-04-07T12:45:00,2018-04-07T17:00:00,,,9,1071
523321,4262,535331,2018-04-07T13:00:00,2018-04-07T17:00:00,,,18,140
523326,3955,,2018-04-07T13:00:00,2018-04-07T19:00:00,2018-04-07T15:33:00,2018-04-07T16:03:00,4,638
523317,5108,539441,2018-04-07T13:00:00,2018-04-07T17:00:00,,,9,1073
523313,2285,538884,2018-04-07T13:00:00,2018-04-07T18:00:00,,,4,488
523318,4618,538916,2018-04-07T13:00:00,2018-04-07T16:00:00,,,4,488
523320,4705,536972,2018-04-07T13:00:00,2018-04-07T19:00:00,2018-04-07T13:30:00,2018-04-07T14:00:00,18,132
523327,4403,,2018-04-07T13:30:00,2018-04-07T17:30:00,,,2,437
523322,4041,538957,2018-04-07T13:30:00,2018-04-07T18:00:00,,,4,488
523324,5001,536837,2018-04-07T14:00:00,2018-04-07T22:00:00,2018-04-07T16:00:00,2018-04-07T17:00:00,18,838
523328,5145,536828,2018-04-07T16:00:00,2018-04-07T22:00:00,2018-04-07T16:00:00,2018-04-07T16:30:00,18,838
523329,4968,,2018-04-07T16:00:00,2018-04-07T21:00:00,,,18,52
523330,1368,,2018-04-07T17:30:00,2018-04-07T17:31:00,,,6,875
523332,3146,,2018-04-07T17:42:00,2018-04-07T17:43:00,,,18,387
523331,4993,,2018-04-07T18:01:00,2018-04-07T18:02:00,,,9,1057
523335,2727,535636,2018-04-08T05:00:00,2018-04-08T17:00:00,2018-04-08T11:00:00,2018-04-08T12:00:00,6,52
523333,4606,535664,2018-04-08T05:00:00,2018-04-08T16:00:00,2018-04-08T11:00:00,2018-04-08T12:00:00,18,52
523334,3343,535718,2018-04-08T05:00:00,2018-04-08T16:00:00,2018-04-08T11:00:00,2018-04-08T12:00:00,18,52
523337,4298,537333,2018-04-08T06:00:00,2018-04-08T14:00:00,2018-04-08T10:15:00,2018-04-08T11:15:00,18,838
523336,1318,536820,2018-04-08T06:00:00,2018-04-08T15:00:00,2018-04-08T10:15:00,2018-04-08T11:15:00,18,838
386491,3693,406566,2018-04-08T07:00:00,2018-04-08T17:00:00,2018-04-08T12:00:00,2018-04-08T13:00:00,6,395
