Id,Employee Id,Scheduled Shift Id,Start Time - Shift,End Time - Shift,Start Time - Break,End Time - Break,Pay Rule ID,Org Id - Sub Shift
521009,5146,533416,2018-04-01T09:00:00,2018-04-01T15:00:00,2018-04-01T09:00:00,2018-04-01T09:30:00,18,296
521010,4768,,2018-04-01T09:00:00,2018-04-01T12:00:00,,,18,252
521011,4827,532658,2018-04-01T09:00:00,2018-04-01T16:00:00,2018-04-01T11:00:00,2018-04-01T11:30:00,18,140
521027,5047,537212,2018-04-01T09:00:00,2018-04-01T16:00:00,2018-04-01T14:00:00,2018-04-01T14:30:00,9,1073
521093,940,,2018-04-01T09:00:00,2018-04-01T13:00:00,,,18,854
521013,4866,532348,2018-04-01T09:00:00,2018-04-01T15:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,4,124
521020,5121,532933,2018-04-01T09:00:00,2018-04-01T16:00:00,2018-04-01T13:00:00,2018-04-01T13:30:00,18,164
521022,4571,533075,2018-04-01T09:00:00,2018-04-01T15:00:00,2018-04-01T13:30:00,2018-04-01T14:00:00,4,188
521016,5031,536803,2018-04-01T09:00:00,2018-04-01T18:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,18,1089
521017,4162,531234,2018-04-01T09:00:00,2018-04-01T21:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,4,52
521018,3527,531236,2018-04-01T09:00:00,2018-04-01T21:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,18,52
521086,4608,530004,2018-04-01T09:00:00,2018-04-01T17:00:00,2018-04-01T13:00:00,2018-04-01T14:00:00,18,725
521676,4873,532913,2018-04-01T09:00:00,2018-04-01T16:00:00,2018-04-01T11:00:00,2018-04-01T11:30:00,18,164
521678,5058,533889,2018-04-01T09:00:00,2018-04-01T19:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,18,36
521012,4686,,2018-04-01T09:00:00,2018-04-01T17:00:00,2018-04-01T11:26:00,2018-04-01T12:26:00,3,204
521014,5166,534984,2018-04-01T09:00:00,2018-04-01T19:00:00,2018-04-01T12:00:00,2018-04-01T13:00:00,18,717
521021,4858,,2018-04-01T09:00:00,2018-04-01T16:00:00,2018-04-01T11:31:00,2018-04-01T12:01:00,18,132
521023,4974,,2018-04-01T09:00:00,2018-04-01T14:00:00,,,18,140
521071,3832,533392,2018-04-01T09:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T13:00:00,18,296
521087,5085,530009,2018-04-01T09:00:00,2018-04-01T17:00:00,2018-04-01T11:30:00,2018-04-01T12:30:00,18,725
521105,3194,,2018-04-01T09:00:00,2018-04-01T13:00:00,,,4,488
521673,2852,533869,2018-04-01T09:00:00,2018-04-01T14:00:00,,,6,33
521028,4811,533268,2018-04-01T09:15:00,2018-04-01T21:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,18,220
521029,1004,531189,2018-04-01T09:30:00,2018-04-01T18:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,6,48
521031,4652,,2018-04-01T09:30:00,2018-04-01T15:30:00,2018-04-01T11:59:00,2018-04-01T12:29:00,4,124
521681,4819,533080,2018-04-01T09:30:00,2018-04-01T16:30:00,2018-04-01T13:30:00,2018-04-01T14:00:00,18,188
521030,4294,,2018-04-01T09:30:00,2018-04-01T16:30:00,2018-04-01T11:56:00,2018-04-01T12:26:00,4,188
521032,3729,533351,2018-04-01T09:30:00,2018-04-01T16:30:00,2018-04-01T11:00:00,2018-04-01T11:30:00,18,352
521680,4774,532353,2018-04-01T09:30:00,2018-04-01T16:30:00,2018-04-01T12:00:00,2018-04-01T12:30:00,18,124
521042,4812,533265,2018-04-01T10:00:00,2018-04-01T21:00:00,2018-04-01T11:00:00,2018-04-01T12:00:00,18,220
521044,4679,533345,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,18,352
521058,3996,533779,2018-04-01T10:00:00,2018-04-01T15:00:00,,,2,172
521059,5139,532662,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T11:00:00,2018-04-01T11:30:00,18,140
521061,4870,535828,2018-04-01T10:00:00,2018-04-01T16:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,9,1049
521040,5034,,2018-04-01T10:00:00,2018-04-01T18:00:00,2018-04-01T12:18:00,2018-04-01T13:18:00,18,870
521045,5134,532853,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T12:15:00,2018-04-01T12:45:00,18,304
521047,4995,537038,2018-04-01T10:00:00,2018-04-01T15:00:00,,,9,1057
521056,4749,534997,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,18,717
521065,4911,537076,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T11:00:00,2018-04-01T11:30:00,9,959
521095,5171,,2018-04-01T10:00:00,2018-04-01T14:00:00,,,18,512
521034,3905,,2018-04-01T10:00:00,2018-04-01T17:30:00,2018-04-01T12:06:00,2018-04-01T13:06:00,9,1057
521036,5102,533455,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,18,1097
521050,5069,,2018-04-01T10:00:00,2018-04-01T15:00:00,,,18,212
521051,4727,535267,2018-04-01T10:00:00,2018-04-01T13:00:00,,,18,894
521068,4981,537217,2018-04-01T10:00:00,2018-04-01T14:15:00,,,9,1081
521069,4977,537197,2018-04-01T10:00:00,2018-04-01T14:00:00,,,9,1065
521101,4691,533013,2018-04-01T10:00:00,2018-04-01T15:00:00,,,18,910
521672,3308,533691,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T11:00:00,2018-04-01T11:30:00,4,116
521055,4337,,2018-04-01T10:00:00,2018-04-01T17:00:00,2018-04-01T12:29:00,2018-04-01T12:59:00,2,132
521057,4925,536331,2018-04-01T10:00:00,2018-04-01T15:00:00,,,18,878
521098,4808,528069,2018-04-01T10:00:00,2018-04-01T16:00:00,2018-04-01T11:30:00,2018-04-01T12:00:00,18,854
521074,4904,,2018-04-01T10:15:00,2018-04-01T17:00:00,2018-04-01T12:46:00,2018-04-01T13:16:00,18,116
521077,4865,532346,2018-04-01T10:30:00,2018-04-01T16:30:00,2018-04-01T12:00:00,2018-04-01T12:30:00,18,124
521078,4103,533073,2018-04-01T10:30:00,2018-04-01T17:00:00,2018-04-01T13:30:00,2018-04-01T14:00:00,18,188
521091,5070,532925,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,18,164
521092,5093,534036,2018-04-01T11:00:00,2018-04-01T16:00:00,,,18,164
521079,5003,,2018-04-01T11:00:00,2018-04-01T16:30:00,2018-04-01T13:19:00,2018-04-01T13:49:00,2,252
521081,5120,532930,2018-04-01T11:00:00,2018-04-01T16:00:00,,,18,164
521088,4912,,2018-04-01T11:00:00,2018-04-01T18:00:00,2018-04-01T13:27:00,2018-04-01T13:57:00,18,717
521090,4328,,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T13:29:00,2018-04-01T13:59:00,18,132
521097,5041,532738,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T15:00:00,2018-04-01T15:30:00,18,766
521106,5161,,2018-04-01T11:00:00,2018-04-01T15:00:00,,,18,766
521083,4325,532645,2018-04-01T11:00:00,2018-04-01T18:00:00,2018-04-01T11:00:00,2018-04-01T11:30:00,18,140
521084,4185,534994,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,2,717
521085,4828,,2018-04-01T11:00:00,2018-04-01T16:00:00,,,18,212
522146,2479,539956,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T12:00:00,2018-04-01T12:30:00,2,296
521080,4041,,2018-04-01T11:00:00,2018-04-01T15:00:00,,,4,488
521082,5180,,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T13:25:00,2018-04-01T13:55:00,18,36
521089,4630,532847,2018-04-01T11:00:00,2018-04-01T17:00:00,2018-04-01T12:15:00,2018-04-01T12:45:00,4,304
521094,4262,532655,2018-04-01T11:15:00,2018-04-01T18:00:00,2018-04-01T13:45:00,2018-04-01T14:15:00,18,140
521104,4234,,2018-04-01T12:00:00,2018-04-01T18:00:00,2018-04-01T14:28:00,2018-04-01T14:58:00,18,132
521099,4731,,2018-04-01T12:00:00,2018-04-01T17:00:00,,,18,717
521100,4964,,2018-04-01T12:00:00,2018-04-01T17:00:00,,,18,252
521102,5005,,2018-04-01T12:00:00,2018-04-01T17:00:00,,,18,92
521103,4298,534390,2018-04-01T12:00:00,2018-04-01T22:00:00,2018-04-01T18:00:00,2018-04-01T19:00:00,18,838
521096,5111,,2018-04-01T12:00:00,2018-04-01T17:00:00,,,18,717
521675,5096,534949,2018-04-01T12:00:00,2018-04-01T17:00:00,,,18,717
521108,3791,528065,2018-04-01T13:00:00,2018-04-01T17:00:00,,,18,854
521107,3879,,2018-04-01T13:00:00,2018-04-01T16:30:00,,,18,488
521109,5132,534399,2018-04-01T16:30:00,2018-04-01T22:00:00,2018-04-01T16:30:00,2018-04-01T17:00:00,18,838
522017,4613,539196,2018-04-02T04:00:00,2018-04-02T12:30:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,260
522033,2114,539471,2018-04-02T04:00:00,2018-04-02T14:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
521707,964,539047,2018-04-02T04:00:00,2018-04-02T14:45:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,259
522018,968,539073,2018-04-02T04:00:00,2018-04-02T12:45:00,2018-04-02T08:30:00,2018-04-02T09:15:00,5,260
522025,967,539162,2018-04-02T04:00:00,2018-04-02T12:45:00,2018-04-02T08:30:00,2018-04-02T09:15:00,5,260
522019,1689,539191,2018-04-02T04:00:00,2018-04-02T12:45:00,2018-04-02T08:30:00,2018-04-02T09:15:00,5,260
522022,975,539181,2018-04-02T04:00:00,2018-04-02T12:45:00,2018-04-02T08:30:00,2018-04-02T09:15:00,5,260
522036,972,539186,2018-04-02T04:00:00,2018-04-02T12:45:00,2018-04-02T08:30:00,2018-04-02T09:15:00,5,260
522038,958,539297,2018-04-02T04:00:00,2018-04-02T13:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
522026,965,539057,2018-04-02T04:15:00,2018-04-02T13:00:00,2018-04-02T08:30:00,2018-04-02T09:15:00,5,260
522020,969,539052,2018-04-02T04:15:00,2018-04-02T13:00:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,260
521783,3547,539172,2018-04-02T04:30:00,2018-04-02T13:15:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,260
522028,5056,539211,2018-04-02T04:30:00,2018-04-02T13:00:00,2018-04-02T10:00:00,2018-04-02T10:45:00,3,260
522014,966,539157,2018-04-02T04:30:00,2018-04-02T13:15:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,260
522039,2881,539167,2018-04-02T04:30:00,2018-04-02T13:15:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,260
521704,5062,539201,2018-04-02T04:30:00,2018-04-02T13:00:00,2018-04-02T10:00:00,2018-04-02T10:45:00,3,260
522021,4378,539206,2018-04-02T04:30:00,2018-04-02T13:00:00,2018-04-02T10:00:00,2018-04-02T10:45:00,5,260
521115,1004,535623,2018-04-02T04:59:00,2018-04-02T16:22:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,48
521113,4606,535663,2018-04-02T05:00:00,2018-04-02T16:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,18,52
521116,4178,535658,2018-04-02T05:00:00,2018-04-02T16:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,4,52
522015,976,539291,2018-04-02T05:00:00,2018-04-02T15:30:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,538
522040,973,539465,2018-04-02T05:00:00,2018-04-02T15:30:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
522012,955,539285,2018-04-02T05:00:00,2018-04-02T15:30:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,538
522013,3013,539442,2018-04-02T05:00:00,2018-04-02T08:30:00,,,5,520
521114,2727,535633,2018-04-02T05:00:00,2018-04-02T17:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,52
522016,953,539216,2018-04-02T05:00:00,2018-04-02T15:00:00,2018-04-02T09:00:00,2018-04-02T10:00:00,5,255
521751,3121,539274,2018-04-02T05:00:00,2018-04-02T14:00:00,2018-04-02T08:30:00,2018-04-02T09:00:00,5,520
522023,978,539269,2018-04-02T05:30:00,2018-04-02T14:00:00,2018-04-02T08:30:00,2018-04-02T09:00:00,5,520
522032,3361,539477,2018-04-02T05:30:00,2018-04-02T14:00:00,2018-04-02T10:00:00,2018-04-02T10:30:00,5,520
522035,4144,539248,2018-04-02T05:30:00,2018-04-02T14:00:00,2018-04-02T09:00:00,2018-04-02T09:30:00,5,520
521117,3294,536812,2018-04-02T06:00:00,2018-04-02T15:00:00,2018-04-02T09:00:00,2018-04-02T10:00:00,6,838
521118,1318,536816,2018-04-02T06:00:00,2018-04-02T14:00:00,2018-04-02T10:15:00,2018-04-02T11:15:00,18,838
522001,3086,536049,2018-04-02T06:00:00,2018-04-02T14:30:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,364
522024,3504,539263,2018-04-02T06:00:00,2018-04-02T14:30:00,2018-04-02T08:30:00,2018-04-02T09:00:00,5,520
522031,4840,539227,2018-04-02T06:00:00,2018-04-02T16:00:00,2018-04-02T08:30:00,2018-04-02T09:00:00,5,255
522010,3316,539458,2018-04-02T06:00:00,2018-04-02T13:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
522030,5078,539492,2018-04-02T06:00:00,2018-04-02T14:00:00,2018-04-02T10:00:00,2018-04-02T10:30:00,5,520
521705,5127,539453,2018-04-02T06:00:00,2018-04-02T14:15:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
522041,959,539499,2018-04-02T06:00:00,2018-04-02T14:30:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
522002,1308,536039,2018-04-02T06:00:00,2018-04-02T15:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,4,371
522005,4825,536033,2018-04-02T06:00:00,2018-04-02T15:00:00,2018-04-02T10:00:00,2018-04-02T11:00:00,5,363
522037,4312,539487,2018-04-02T06:00:00,2018-04-02T14:00:00,2018-04-02T10:00:00,2018-04-02T10:30:00,5,520
522042,4735,539482,2018-04-02T06:15:00,2018-04-02T14:15:00,2018-04-02T10:00:00,2018-04-02T10:30:00,5,520
521119,4593,536054,2018-04-02T06:30:00,2018-04-02T15:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,364
521999,3236,536044,2018-04-02T06:30:00,2018-04-02T15:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,364
522003,1411,536061,2018-04-02T06:30:00,2018-04-02T15:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,6,364
413511,3620,433622,2018-04-02T07:00:00,2018-04-02T19:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,4,220
521124,3222,533973,2018-04-02T07:00:00,2018-04-02T17:00:00,2018-04-02T10:00:00,2018-04-02T11:00:00,4,638
521125,4812,535606,2018-04-02T07:00:00,2018-04-02T18:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,18,220
521120,2268,535789,2018-04-02T07:00:00,2018-04-02T17:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,89
521122,4590,536444,2018-04-02T07:00:00,2018-04-02T17:30:00,2018-04-02T08:00:00,2018-04-02T09:00:00,18,304
521129,4851,,2018-04-02T07:00:00,2018-04-02T15:15:00,2018-04-02T09:28:00,2018-04-02T10:28:00,18,132
521131,2097,,2018-04-02T07:00:00,2018-04-02T17:00:00,2018-04-02T09:29:00,2018-04-02T10:29:00,6,121
521133,5165,538179,2018-04-02T07:00:00,2018-04-02T16:00:00,2018-04-02T14:00:00,2018-04-02T15:00:00,9,1049
521126,4843,535853,2018-04-02T07:00:00,2018-04-02T17:00:00,2018-04-02T13:00:00,2018-04-02T14:00:00,18,352
521127,4796,532714,2018-04-02T07:00:00,2018-04-02T14:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,4,228
521128,5117,535375,2018-04-02T07:00:00,2018-04-02T14:00:00,2018-04-02T09:30:00,2018-04-02T10:00:00,18,296
521121,4192,,2018-04-02T07:00:00,2018-04-02T18:00:00,2018-04-02T09:08:00,2018-04-02T10:08:00,4,140
521123,1088,536217,2018-04-02T07:00:00,2018-04-02T17:30:00,2018-04-02T16:00:00,2018-04-02T17:00:00,4,156
521130,4834,536088,2018-04-02T07:00:00,2018-04-02T11:30:00,,,18,172
521132,3225,538176,2018-04-02T07:00:00,2018-04-02T17:00:00,2018-04-02T13:00:00,2018-04-02T14:00:00,9,1049
521700,4213,535288,2018-04-02T07:00:00,2018-04-02T18:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,4,140
521258,883,,2018-04-02T07:03:00,,,,6,416
521136,898,,2018-04-02T07:08:00,2018-04-02T17:30:00,2018-04-02T09:38:00,2018-04-02T10:08:00,6,153
522027,4410,539231,2018-04-02T07:15:00,2018-04-02T15:15:00,2018-04-02T10:00:00,2018-04-02T10:30:00,5,255
522029,4732,539448,2018-04-02T07:15:00,2018-04-02T15:30:00,2018-04-02T12:00:00,2018-04-02T12:30:00,5,520
475809,3282,,2018-04-02T07:30:00,2018-04-02T18:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,395
521138,4972,537019,2018-04-02T07:30:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,1097
521135,929,536545,2018-04-02T07:30:00,2018-04-02T17:30:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,113
521263,2612,533021,2018-04-02T07:30:00,2018-04-02T17:30:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,907
521633,820,535237,2018-04-02T07:30:00,2018-04-02T16:30:00,2018-04-02T11:30:00,2018-04-02T12:30:00,6,81
521137,4785,,2018-04-02T07:30:00,2018-04-02T17:00:00,2018-04-02T09:54:00,2018-04-02T10:54:00,18,1017
521264,4563,534118,2018-04-02T07:30:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,926
521266,4824,534606,2018-04-02T07:30:00,2018-04-02T17:30:00,2018-04-02T13:00:00,2018-04-02T14:00:00,4,512
521145,1152,,2018-04-02T07:45:00,2018-04-02T17:00:00,2018-04-02T10:11:00,2018-04-02T11:11:00,6,638
521169,2704,,2018-04-02T07:53:00,2018-04-02T18:09:00,2018-04-02T10:23:00,2018-04-02T10:53:00,6,714
386488,3693,406563,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,395
512859,3172,530447,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,228
448403,1087,467374,2018-04-02T08:00:00,2018-04-02T18:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,4,876
515002,1186,532461,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,714
519429,2585,537316,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,209
519445,2329,537339,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,811
521140,1381,535740,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T14:00:00,2018-04-02T15:00:00,6,201
521147,1327,535834,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,352
521149,2475,536893,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,129
521154,1211,538880,2018-04-02T08:00:00,2018-04-02T16:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,485
521156,3757,,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T10:18:00,2018-04-02T11:18:00,4,172
521163,3874,534073,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,212
521165,1030,,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T10:22:00,2018-04-02T11:22:00,6,122
521170,3157,535975,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,4,1017
521134,4992,538760,2018-04-02T08:00:00,2018-04-02T14:30:00,2018-04-02T09:00:00,2018-04-02T09:30:00,9,959
521150,2882,535842,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,352
521151,816,535271,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T11:00:00,2018-04-02T11:30:00,6,140
521152,4748,537646,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T10:17:00,2018-04-02T11:17:00,4,717
521153,3864,,2018-04-02T08:00:00,2018-04-02T20:00:00,2018-04-02T10:18:00,2018-04-02T11:18:00,6,204
521166,4887,538975,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,870
521167,1182,536733,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,4,1089
521168,3650,534072,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,6,212
521183,4767,535831,2018-04-02T08:00:00,2018-04-02T13:00:00,,,4,894
521184,4648,539362,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,4,967
521185,4646,539359,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,964
521186,2709,534111,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,212
521200,3899,538905,2018-04-02T08:00:00,2018-04-02T16:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,488
521201,4164,536585,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T08:00:00,2018-04-02T08:30:00,18,116
521141,2760,536433,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T11:15:00,2018-04-02T12:15:00,6,302
521142,4665,538750,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T13:00:00,2018-04-02T13:30:00,9,959
521143,4982,539422,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T10:30:00,2018-04-02T11:00:00,9,1078
521144,4662,538730,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T11:00:00,2018-04-02T12:00:00,16,956
521158,4598,535715,2018-04-02T08:00:00,2018-04-02T20:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,18,52
521159,3432,537900,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T10:20:00,2018-04-02T11:20:00,6,915
521160,4325,535299,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T11:00:00,2018-04-02T11:30:00,18,140
521161,3323,536899,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,132
521175,2086,536908,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T11:00:00,2018-04-02T11:30:00,18,132
521176,3862,535169,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,4,892
521177,1034,,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T10:25:00,2018-04-02T11:25:00,6,122
521178,1683,535254,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T13:00:00,2018-04-02T14:00:00,18,84
521191,4666,538745,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T13:00:00,2018-04-02T13:30:00,9,959
521192,4362,539339,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,975
521193,4894,,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T10:27:00,2018-04-02T11:27:00,9,951
521194,3691,539307,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,1022
521208,1046,,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T10:28:00,2018-04-02T11:28:00,2,304
521209,2913,536072,2018-04-02T08:00:00,2018-04-02T12:45:00,,,6,169
521210,1020,536550,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T16:00:00,2018-04-02T17:00:00,6,114
521211,4190,537917,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T10:29:00,2018-04-02T11:29:00,18,918
521225,4275,539137,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T11:00:00,2018-04-02T11:30:00,3,878
521226,4558,537362,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,18,188
521227,1351,536598,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,185
521228,4975,535669,2018-04-02T08:00:00,2018-04-02T20:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,18,52
521275,4608,531155,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T13:00:00,2018-04-02T14:00:00,18,725
521276,5085,531160,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T14:15:00,2018-04-02T15:15:00,18,725
521277,4011,526459,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,442
521278,4808,528082,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T11:00:00,2018-04-02T12:00:00,18,854
521292,2948,532774,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,766
521293,4035,534470,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T12:00:00,2018-04-02T13:00:00,4,519
521294,3351,533669,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,18,519
521295,3988,532328,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:30:00,2018-04-02T13:30:00,18,427
521172,3036,,2018-04-02T08:00:00,2018-04-02T16:30:00,2018-04-02T10:24:00,2018-04-02T11:24:00,18,84
521174,4428,,2018-04-02T08:00:00,2018-04-02T13:00:00,,,18,252
521179,4418,539018,2018-04-02T08:00:00,2018-04-02T17:00:00,2018-04-02T13:00:00,2018-04-02T14:00:00,17,935
521181,1356,534201,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T11:00:00,2018-04-02T12:00:00,6,25
521188,3753,,2018-04-02T08:00:00,2018-04-02T16:00:00,2018-04-02T10:26:00,2018-04-02T11:26:00,18,296
521190,4187,,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T10:26:00,2018-04-02T11:26:00,4,717
521195,863,536896,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T12:00:00,2018-04-02T13:00:00,6,130
521197,3329,535282,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T11:00:00,2018-04-02T12:00:00,4,140
521199,5033,,2018-04-02T08:00:00,2018-04-02T18:00:00,2018-04-02T10:27:00,2018-04-02T11:27:00,18,1089
521204,3517,538958,2018-04-02T08:00:00,2018-04-02T15:00:00,2018-04-02T12:00:00,2018-04-02T12:30:00,6,867
521206,4798,,2018-04-02T08:00:00,2018-04-02T17:30:00,2018-04-02T10:28:00,2018-04-02T11:28:00,4,878
